date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:12	45821/45821	---MCZ	200	added ('OK')	application/javascript	etag:%2266cbf84e8d89d095f65b9739a2aec6cd-ssl-df%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/js/jquery-ui-1.10.0.custom.js	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/js/jquery-ui-1.10.0.custom.js	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:14	2543/2543	---M-Z	200	added ('OK')	application/javascript	etag:%2280f6d13f6baa53b03bf17e6b0cb2d034-ssl-df%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/js/json_parse.js	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/js/json_parse.js	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:16	5007/5007	---MCZ	200	added ('OK')	application/javascript	etag:%22c53276cab19913a0ddf84323d0f622e0-ssl-df%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/js/jquery.ui.core.js	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/js/jquery.ui.core.js	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:17	52981/52981	---M--	200	added ('OK')	image/jpeg	etag:%22a21d8e2675b53bf95f6bcbf97d427597-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/logo-top.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/logo-top.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:19	4497/4497	---M--	200	added ('OK')	image/gif	etag:%22512b8bd0814029171f258dd2631345a7-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/emb-forms.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/emb-forms.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:20	10656/10656	---M--	200	added ('OK')	image/png	etag:%22eb40c97cf4c89ad9fd13b34edc3d9b2f-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:22	3779/3779	---M--	200	added ('OK')	image/gif	etag:%227db836cfa2a352e7ae7a8450df6d0b87-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/certificate-logo.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/certificate-logo.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
14:27:24	1230/1230	---M--	200	added ('OK')	image/jpeg	etag:%22decfa4f97c78476ae8cb169e268c7cce-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/header-top-strip.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/header-top-strip.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:26	28079/28079	---M--	200	added ('OK')	image/jpeg	etag:%22f7ac4ddfbacd5025042f23aae1c11279-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/herader-right-bg.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/herader-right-bg.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:28	1180/1180	---M--	200	added ('OK')	image/jpeg	etag:%226bde82139c6189f1240ead1d4a366a15-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/top-menu-bg.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/top-menu-bg.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:30	15942/15942	---M--	200	added ('OK')	image/jpeg	etag:%2293c71cc15bb9720417364d601276c9b0-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/top-title-strip.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/top-title-strip.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:31	1306/1306	---M--	200	added ('OK')	image/gif	etag:%2259b7bb9a7d8fd07fcf7afbdc3dc6e1d0-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/doted-bull.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/doted-bull.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:34	2085/2085	---M--	200	added ('OK')	image/gif	etag:%220b027fc94c75d6d2865d2927a630002d-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/none-bull.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/none-bull.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:35	1168/1168	---M--	200	added ('OK')	image/jpeg	etag:%22df3df6d117cf0818b11feccbf70eb899-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/welcome-strip-bg.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/welcome-strip-bg.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:37	1225/1225	---M--	200	added ('OK')	image/jpeg	etag:%2291c70f0cd0799d57721a8210a5247804-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/form-title-strip.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/form-title-strip.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:38	26275/26275	---M--	200	added ('OK')	image/gif	etag:%22e74ba3b9fce0d6c9d93eda778c2bda3e-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/water-mark.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/water-mark.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:40	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22345a744736b5f254cd2509d9e7f9e814-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/busy.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/busy.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:42	7963/7963	---M--	200	added ('OK')	image/jpeg	etag:%223de0dcfca6466cebbb3970974594fba9-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/cla-edit.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/cla-edit.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/style.css)
14:27:43	1434/1434	---M--	200	added ('OK')	image/gif	etag:%22b0a24692fb2403ca69ec6d24fc2b216a-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/btn-bg.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/btn-bg.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/main.css)
14:27:45	832/832	---M--	200	added ('OK')	image/png	etag:%22fafc7ee904169ea8ca60850fe998e492-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/refresh1.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/refresh1.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/main.css)
14:27:47	62/62	---M--	200	added ('OK')	image/gif	etag:%22945e0e5b9f47784e3c4ec78b435f8cc0-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/tooltip-arrow.gif	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/tooltip-arrow.gif	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/main.css)
14:27:49	16081/16081	---M--	200	added ('OK')	image/jpeg	etag:%22987738dc78334b72aa845608228eeb6a-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/submit-btn.jpg	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/submit-btn.jpg	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/main.css)
14:27:50	156/156	---M--	200	added ('OK')	text/css	etag:%22ba6615d00c1bbd61efc7756dabfbd7b2-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.all.css)
14:27:52	14639/14639	---MCZ	200	added ('OK')	text/css	etag:%224f4a0d278b5be3bd7b4e60482aec721f-ssl-df%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.all.css)
14:27:54	1745/1745	---M-Z	200	added ('OK')	text/css	etag:%221a0c49a62bcc351327a415b7bd7a1270-ssl-df%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.button.css	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.button.css	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css)
14:27:56	3298/3298	---M-Z	200	added ('OK')	text/css	etag:%229f2a9139e0ba00c3b44ab91c6ae9e2ea-ssl-df%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.datepicker.css	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.datepicker.css	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css)
14:27:57	4369/4369	---M--	200	added ('OK')	image/png	etag:%22d502cdd669beec880b56a0697b9660bd-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:27:59	123/123	---M--	200	added ('OK')	image/png	etag:%2251c0f888bcc59c34ad3fd37f0ec51923-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:28:03	4369/4369	---M--	200	added ('OK')	image/png	etag:%22d502cdd669beec880b56a0697b9660bd-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:28:04	123/123	---M--	200	added ('OK')	image/png	etag:%2251c0f888bcc59c34ad3fd37f0ec51923-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:28:06	123/123	---M--	200	added ('OK')	image/png	etag:%2251c0f888bcc59c34ad3fd37f0ec51923-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:28:08	123/123	---M--	200	added ('OK')	image/png	etag:%2251c0f888bcc59c34ad3fd37f0ec51923-ssl%22	https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/H/crsorgi-goverin.netlify.app/crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://crsorgi-goverin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
